wealth,age,educ,marry
246085.,37,3,1
55886.,55,3,1
31745.,38,5,1
545003.,57,2,1
252476.,40,1,1
2718.,21,3,0
33320.,30,4,1
50505.,46,2,1
5933.,33,4,1
94113.,59,5,1
92157.,48,3,0
261637.,53,4,1
26673.,37,4,0
43926.,25,3,0
1326.,23,3,0
67920.,32,5,1
184983.,47,2,0
411983.,50,4,1
679307.,48,2,1
31406.,33,5,1
342461.,51,2,1
21846.,51,2,1
7379.,38,3,0
156835.,27,2,0
572630.,35,2,1
79285.,43,3,0
476338.,40,2,1
1192644.,60,3,0
119226.,54,2,1
86504.,57,4,1
1205916.,55,2,0
34171.,37,3,1
20281.,22,3,0
125942.,49,2,1
72256.,35,4,1
202348.,80,2,1
25517.,30,2,1
287691.,69,3,1
1675206.,53,3,1
176134.,46,2,0
88245.,69,2,0
391254.,51,4,1
68686.,32,2,1
10500.,30,1,1
400608.,39,4,0
1613474.,54,3,1
578498.,40,2,1
2684817.,57,4,1
255456.,41,4,1
172258.,41,5,1
147534.,33,5,1
15892.,26,4,0
23650.,36,2,0
5446.,24,2,0
185935.,61,2,1
16548.,26,1,1
701675.,64,5,1
363609.,53,3,0
72946.,34,2,0
591727.,54,4,1
570315.,46,2,0
313595.,36,5,1
565650.,39,4,0
16799.,35,2,1
6498.,29,3,1
193892.,53,4,0
513998.,51,4,1
9086.,58,2,1
69110.,33,5,1
113082.,44,3,1
2908.,22,3,0
51890.,30,2,0
4571.,28,4,0
5304.,30,3,0
32546.,54,3,1
2683.,28,3,1
421351.,44,4,1
1888.,26,3,1
281182.,80,2,1
142330.,40,3,1
629189.,60,5,0
38180.,38,4,1
98712.,41,4,1
23475.,60,4,1
1055988.,49,4,1
120769.,57,2,1
442802.,48,4,0
125078.,39,5,1
34878.,34,4,1
59876.,35,5,1
1486.,21,2,0
5167.,38,3,0
187962.,63,4,1
105668.,56,2,1
371593.,42,5,1
31357.,71,2,1
104280.,42,2,1
1945.,24,4,0
101916.,38,5,0
95978.,58,2,0
9303.,47,2,1
47377.,30,5,1
263035.,58,2,0
105643.,47,1,0
171730.,49,1,0
11009.,39,2,0
105466.,46,5,0
1096.,22,3,0
690099.,54,4,1
87002.,48,5,1
203485.,53,2,1
347534.,51,5,1
28954.,59,2,0
7345.,29,4,0
30121.,38,4,1
195111.,65,3,0
48593.,78,2,1
303036.,45,5,0
128648.,63,3,1
62068.,45,3,0
35633.,58,2,1
142568.,52,1,0
291019.,41,3,0
907310.,45,3,1
163395.,41,4,0
312517.,51,3,1
55408.,31,3,1
54041.,31,3,1
26232.,32,3,0
85498.,54,4,1
252230.,48,5,0
79236.,39,2,1
5385.,26,3,0
701976.,58,4,0
543055.,36,2,0
101950.,79,5,0
102384.,42,4,0
75738.,41,3,1
2160.,36,4,1
1032.,23,3,0
95284.,32,3,1
762061.,39,4,0
203304.,59,2,1
12489.,29,3,1
58912.,34,2,0
277257.,59,5,1
198924.,61,3,1
161658.,33,2,0
578128.,62,2,0
40988.,39,3,0
4717.,22,4,0
11466.,25,3,0
66215.,62,2,1
73285.,43,2,1
5800.,21,3,0
176262.,61,4,0
1301.,23,2,0
31320.,36,2,0
142644.,40,2,1
407540.,57,5,1
434317.,56,4,0
23892.,26,2,0
38993.,40,3,0
23617.,22,4,0
980616.,53,2,1
279151.,34,3,1
4236303.,65,4,1
169109.,33,2,0
29188.,29,3,0
2330.,25,3,0
16914.,24,3,1
47615.,35,2,0
950202.,52,5,1
23320.,38,2,0
420419.,51,3,1
129648.,32,2,1
395889.,38,3,1
209303.,55,5,1
1762142.,57,4,1
2815.,23,2,0
11490.,33,2,1
146109.,67,5,1
24500.,39,2,1
123593.,40,4,0
7100.,27,1,0
91998.,35,2,0
578289.,54,1,0
37534.,35,4,1
551607.,58,5,1
39361.,28,2,1
20135.,30,1,0
271040.,59,5,1
7336.,22,2,0
76529.,63,4,1
11967.,27,2,0
55892.,61,4,0
35489.,67,4,0
12066.,61,2,0
15150.,34,3,1
58191.,44,3,1
1093440.,35,5,1
142011.,40,5,0
9052.,37,2,1
55398.,41,4,0
475793.,50,4,1
10878.,27,3,1
14064.,26,4,0
45959.,57,4,1
7448.,23,3,0
208569.,35,5,0
165931.,51,2,1
429250.,49,2,1
400201.,62,5,1
492651.,56,5,1
184936.,40,2,1
16587.,28,2,0
5084.,24,4,0
716040.,47,2,0
170861.,39,3,0
19246.,29,4,1
290026.,49,4,1
494964.,57,4,1
14883.,31,2,1
47514.,50,4,1
3821.,28,3,0
218496.,44,5,1
69018.,46,2,1
220935.,42,3,1
143509.,52,3,0
375324.,54,4,1
35557.,68,3,0
8008.,47,5,1
16574.,32,2,1
50327.,47,4,1
41105.,39,4,1
18162.,31,2,1
6799.,21,2,0
146215.,39,3,1
39972.,80,3,1
72466.,42,4,1
67970.,47,2,0
1295896.,59,5,0
203547.,59,2,1
106527.,44,3,0
1733901.,53,4,1
242616.,38,4,1
26182.,25,4,1
587449.,79,4,1
239949.,48,1,1
88772.,79,4,1
40761.,36,2,1
40928.,29,5,1
42917.,32,1,0
36073.,41,3,1
14725.,53,5,1
1029538.,65,2,1
21933.,66,3,1
66793.,44,2,0
388605.,44,2,1
46104.,38,2,1
100025.,35,3,0
136060.,56,3,0
20880.,76,3,1
30434.,25,4,1
7760.,30,1,1
6511.,24,2,1
397577.,50,4,1
179820.,54,3,1
29781.,33,5,0
20149.,54,2,1
141297.,46,5,1
58091.,39,4,0
118582.,42,2,1
55718.,45,4,0
212717.,38,5,1
54278.,41,2,0
30198.,31,2,0
17268.,59,2,0
68052.,25,4,0
10080.,43,4,1
209742.,34,3,1
183715.,53,3,1
23282.,37,2,1
213724.,58,5,1
8041.,26,3,0
20319.,25,1,0
1080920.,80,5,1
151462.,63,3,1
101153.,58,5,1
191375.,59,2,1
12372.,28,5,1
4179.,23,3,0
1189257.,50,2,1
78458.,32,4,1
425426.,53,4,1
145953.,49,3,0
36467.,45,2,1
10029.,28,4,0
73283.,28,5,1
172974.,43,3,0
93257.,60,3,0
178528.,59,2,1
30345.,34,1,1
951671.,60,1,1
304141.,65,2,1
1211.,23,3,0
8231.,22,4,0
101752.,57,3,0
28154.,29,5,0
62564.,30,2,1
558693.,48,3,0
163650.,47,2,0
17070.,21,3,0
369374.,32,2,0
13816.,53,1,1
18505.,22,3,0
299093.,50,3,0
8427.,32,2,1
13916.,32,2,1
87500.,35,2,1
8173.,28,2,1
477800.,52,3,1
31391.,43,3,0
153553.,62,5,0
26812.,30,1,1
142875.,37,1,1
2368189.,52,3,0
72111.,53,2,1
35199.,26,3,0
116128.,31,3,1
43061.,33,2,1
522895.,45,4,1
128187.,50,3,0
61418.,27,3,0
42358.,37,3,1
55744.,27,4,0
45979.,54,2,0
78495.,29,4,0
86369.,40,2,0
424208.,68,2,1
3776.,29,4,0
72298.,30,3,0
638746.,62,4,1
55257.,29,4,1
66807.,59,2,0
83336.,66,4,1
1304.,27,2,0
170904.,45,3,1
23395.,32,3,0
333186.,47,5,1
725660.,48,3,1
241935.,61,2,1
47129.,34,5,0
8413.,27,3,0
96872.,47,1,1
405797.,53,2,1
799.,22,3,0
119209.,49,5,1
23280.,26,4,0
11634.,28,1,1
196228.,40,4,0
169131.,50,3,0
13984.,57,1,0
129983.,59,2,1
44364.,33,3,1
1895.,27,1,0
45245.,33,2,0
514145.,40,5,1
2761.,25,4,0
8383.,21,2,0
122492.,38,2,0
863762.,60,2,1
97935.,57,4,1
134863.,56,2,1
3128.,24,3,0
203757.,40,2,0
51625.,49,2,1
354090.,53,3,1
67143.,49,2,0
154546.,56,3,1
27313.,22,2,0
94958.,53,2,0
6478.,21,2,0
411520.,50,4,1
42577.,48,1,1
466648.,43,3,1
250483.,43,5,1
327206.,62,3,1
25446.,28,3,0
437479.,65,4,1
51318.,25,2,0
165510.,41,3,1
6645.,30,2,0
895396.,65,5,1
476631.,60,4,1
8816.,24,4,1
654379.,58,4,1
123913.,31,4,1
123785.,54,2,1
31726.,54,5,1
377650.,54,5,0
3275.,23,2,0
12310.,36,2,1
52287.,25,5,0
148098.,50,1,0
141089.,59,2,0
9642.,62,1,0
29431.,34,4,1
437358.,52,3,0
48767.,43,5,1
174986.,62,3,0
43139.,38,2,1
570797.,55,5,1
483731.,50,4,1
25583.,37,2,0
473285.,54,2,0
203645.,32,2,0
6698.,23,4,0
2251.,21,3,0
175894.,61,3,0
487998.,34,4,0
176855.,61,2,1
39175.,37,2,1
1455.,22,2,1
307768.,45,3,1
173457.,39,4,1
207519.,62,2,1
296547.,58,2,1
19565.,28,2,1
2537.,66,2,1
4894.,36,3,1
201490.,38,3,1
29224.,27,2,0
614478.,55,4,1
136888.,66,1,0
201210.,49,5,1
308254.,58,3,1
11622.,23,4,0
236700.,58,4,1
186799.,70,4,1
1400476.,58,4,1
604979.,58,2,0
125789.,56,3,1
642993.,50,4,1
195729.,58,2,1
1595.,22,3,0
397375.,60,5,1
15167.,35,1,0
5650.,23,4,0
415876.,42,4,1
213464.,49,5,1
355425.,58,3,1
13262.,23,2,1
193460.,53,1,0
88220.,36,2,1
48081.,43,4,1
25441.,37,1,0
12793.,27,4,1
93162.,43,4,1
395481.,52,5,1
1426121.,51,1,1
22202.,64,3,1
71155.,39,4,1
3431.,22,1,0
5956.,26,4,0
128227.,51,2,1
253496.,50,2,1
308164.,43,5,1
512408.,53,2,1
722357.,57,5,1
7566.,24,2,0
9363.,29,5,0
18392.,34,2,1
3740.,27,3,0
145921.,46,2,1
11940.,63,2,1
1010115.,40,4,1
47035.,43,3,0
422317.,58,4,1
31797.,42,3,1
16316.,32,4,0
50153.,35,4,0
2323767.,75,4,1
24075.,35,2,0
1918.,22,2,0
33082.,55,2,0
351026.,56,3,1
86805.,47,1,1
68825.,44,3,0
622606.,35,2,1
50631.,61,2,1
65511.,41,4,1
84713.,57,2,1
10221.,23,4,0
69063.,43,5,1
8928.,25,3,0
353227.,63,2,0
41220.,41,2,1
10002.,24,3,0
41245.,36,3,1
163655.,60,4,0
81991.,51,3,1
270391.,49,2,1
102390.,65,3,1
24959.,33,4,1
29180.,55,1,0
207300.,33,2,0
135940.,53,4,1
87349.,33,3,1
11706.,67,2,1
45466.,60,3,1
319820.,31,5,0
109133.,46,2,1
202550.,37,3,0
331224.,53,4,1
312659.,64,2,1
1878.,22,4,0
357088.,57,3,0
10424.,21,2,0
9324.,46,1,1
8544.,25,3,1
80036.,57,3,1
156222.,43,2,1
75018.,56,3,1
37343.,41,2,0
10071.,25,2,0
10362.,47,2,1
228230.,54,3,1
2940.,25,2,0
61659.,40,3,1
137949.,45,4,1
10273.,31,3,0
90032.,45,2,1
652751.,55,4,1
53311.,27,3,0
48267.,24,3,0
33149.,53,4,1
42225.,46,2,1
17370.,30,2,0
987272.,56,2,1
240213.,48,5,1
23039.,38,3,0
55074.,36,1,0
509253.,43,5,1
3770.,25,3,0
84826.,63,4,0
7693.,33,2,1
37132.,53,3,0
249808.,47,3,0
11826.,23,2,1
19984.,40,2,1
129977.,50,3,1
65420.,38,3,1
62209.,34,3,1
94771.,46,3,0
181950.,56,3,0
9507.,30,4,0
152043.,68,2,0
52583.,43,5,0
5393.,23,2,0
744541.,43,5,1
153555.,51,3,1
83108.,35,3,1
23485.,27,5,0
17583.,30,2,0
701539.,63,4,1
59196.,36,2,1
3673.,27,1,0
7487.,30,4,1
83016.,52,2,1
102224.,80,5,1
51457.,36,2,1
318508.,41,4,1
27568.,35,5,0
215715.,41,4,1
835942.,63,5,1
3165.,23,3,0
18498.,42,2,0
194419.,55,1,0
92590.,69,4,1
177401.,57,4,1
306450.,60,4,1
61281.,32,4,1
26705.,35,3,1
69486.,50,5,1
419242.,65,3,1
16207.,27,1,1
348828.,45,2,0
19406.,24,4,0
36751.,40,2,1
130316.,40,2,0
7630.,30,4,0
1324.,22,3,1
4433.,24,4,0
28971.,52,2,0
102668.,48,3,1
659639.,39,2,1
14961.,36,4,0
155447.,45,4,1
62775.,35,4,0
59517.,35,2,0
57264.,38,5,0
4989.,27,1,0
164017.,39,2,0
507804.,34,4,1
233176.,38,4,1
41809.,30,4,0
40993.,40,1,1
142561.,37,3,0
161292.,34,2,0
13361.,22,4,0
306740.,66,4,1
78069.,33,5,0
38826.,38,2,0
14105.,28,4,1
6329.,29,2,0
83933.,32,1,0
38002.,34,4,0
12312.,27,3,1
35185.,43,2,1
2223540.,55,5,1
24785.,32,2,1
931649.,40,5,1
50356.,30,2,1
546156.,57,3,0
21785.,27,4,1
55409.,61,3,1
36865.,33,2,1
97657.,32,4,1
95019.,61,3,0
99733.,36,4,1
337114.,49,5,1
344648.,51,2,1
794748.,65,1,1
4870.,27,4,0
16688.,37,3,1
406785.,44,4,0
166207.,44,4,1
419655.,52,4,0
155353.,41,2,0
17527.,30,1,0
1050730.,58,4,1
40169.,32,3,0
25907.,27,2,0
284795.,59,3,0
1850293.,42,3,0
500506.,56,4,1
643178.,52,2,1
1344.,27,2,0
319669.,77,4,0
53557.,49,1,0
129579.,59,1,1
1044653.,46,3,1
29709.,37,4,1
247550.,57,2,1
2124888.,60,4,1
30841.,32,2,1
162450.,49,2,1
156785.,63,4,1
147072.,53,3,1
13084.,61,1,1
282602.,64,4,0
83037.,50,2,1
11693.,34,2,0
170371.,58,2,0
101316.,59,2,1
21662.,24,3,1
374721.,56,4,0
45803.,41,3,1
1882789.,57,5,1
115534.,44,2,1
422833.,46,5,1
13513.,24,4,0
193308.,51,2,0
74632.,65,4,1
161176.,36,5,1
28824.,53,1,1
232975.,49,4,1
351879.,59,4,0
32478.,38,4,1
55074.,25,4,0
25561.,63,4,1
72428.,39,1,1
24857.,38,2,0
44226.,32,2,0
36911.,47,2,0
11729.,30,3,0
249205.,62,4,0
49628.,51,4,1
572988.,63,2,0
231546.,44,3,0
57192.,48,2,1
11002.,23,4,0
904079.,52,2,0
1513.,23,4,0
10515.,25,2,0
624168.,42,3,0
13186.,34,3,0
276344.,41,2,1
240625.,54,5,0
1168762.,66,4,1
14986.,34,5,1
48755.,42,4,0
144741.,35,3,0
1283.,27,2,1
357545.,45,3,1
126084.,40,2,1
48526.,47,2,0
11493.,45,4,1
260609.,53,3,0
10458.,26,2,0
225.,29,3,0
172875.,51,3,0
230374.,38,3,0
191691.,68,4,1
518493.,58,2,1
173687.,44,1,1
121285.,67,1,1
27115.,35,2,1
5037.,23,2,0
718960.,56,4,1
31581.,30,2,1
54260.,22,4,0
126887.,30,4,1
36083.,54,1,0
109210.,49,2,1
6050.,34,1,1
56798.,36,4,1
25594.,30,2,0
494546.,77,3,0
8982.,28,2,1
104286.,65,3,1
19678.,30,3,0
28128.,31,3,0
68851.,56,3,1
5798.,28,3,1
6409.,22,3,0
89097.,63,3,1
29981.,62,2,1
193240.,33,3,0
126086.,67,4,0
93747.,43,2,1
7222.,42,3,0
59825.,45,3,0
1011923.,46,3,1
5836.,27,1,0
1735061.,61,3,1
175154.,47,4,1
299350.,54,5,1
379326.,57,1,1
34743.,29,5,0
62388.,37,3,1
129584.,57,3,1
350496.,53,1,1
2099.,24,4,0
151946.,49,4,0
19530.,36,2,0
957609.,41,2,1
774877.,59,4,1
4357.,32,4,1
198238.,61,3,0
44663.,42,2,1
86137.,61,3,1
30893.,47,5,1
74634.,60,3,0
31936.,33,3,1
25154.,32,3,0
203543.,41,2,1
99324.,68,3,1
285384.,38,4,1
37138.,36,3,0
137811.,50,1,0
6672.,23,3,0
118537.,62,3,1
11856.,70,1,0
42512.,52,1,1
1337703.,62,2,1
93124.,31,3,1
67318.,60,3,1
4377.,22,3,0
246855.,59,2,1
861202.,60,2,1
15584.,49,2,0
165663.,64,4,1
41429.,37,5,1
91309.,42,2,1
5373.,21,2,0
465936.,64,2,1
157020.,61,3,0
416031.,37,2,0
49127.,38,2,0
84115.,42,2,1
444278.,70,3,1
163375.,30,5,0
167023.,37,3,1
21214.,29,3,1
41891.,36,2,1
16249.,28,2,1
10281.,29,2,1
11174.,23,4,0
1065080.,39,5,1
85371.,41,2,1
346690.,41,4,0
10183.,28,4,0
35300.,30,3,1
49641.,24,2,1
297969.,50,2,1
4309.,23,3,0
23979.,31,3,1
296934.,48,3,1
20660.,60,3,1
314918.,38,3,1
11722.,48,1,0
472481.,36,3,1
18946.,37,3,1
54509.,32,2,0
5868.,25,2,0
903650.,55,3,1
47437.,24,3,0
55177.,59,4,0
1862.,36,2,0
9585.,22,2,0
348514.,49,3,0
3888.,22,3,0
93786.,39,4,1
65282.,38,2,0
262436.,39,4,1
121913.,48,4,1
171489.,65,4,1
41209.,27,4,0
47440.,27,4,1
93905.,43,5,0
85556.,39,2,0
304998.,52,3,1
1034806.,56,4,1
30390.,34,3,0
79890.,53,2,0
5410.,34,2,1
63018.,39,5,1
19999.,62,2,1
40859.,36,4,0
69805.,26,3,0
52074.,50,1,0
214125.,57,2,0
152223.,30,4,1
32156.,28,2,0
584756.,46,4,1
31522.,39,1,1
8608.,21,3,0
102990.,42,3,1
91195.,60,3,1
452123.,46,2,1
24880.,24,3,0
1339778.,59,5,1
59624.,38,4,1
140947.,44,5,1
8511.,69,3,1
13535.,26,4,1
198995.,32,1,1
351877.,54,4,1
98810.,52,2,1
45388.,40,4,1
52867.,33,3,1
9903.,23,3,0
46614.,39,1,0
20632.,34,4,0
17905.,25,2,1
46697.,36,3,0
3187.,22,3,1
817590.,45,3,1
54035.,47,3,1
146535.,50,1,1
92179.,60,4,1
161759.,50,2,1
206541.,49,3,1
137712.,45,1,1
7056.,26,4,0
245412.,45,3,1
64061.,41,4,0
233171.,36,2,0
327809.,55,1,0
10073.,32,4,0
510435.,49,3,1
81789.,40,4,1
53832.,50,2,1
25180.,27,2,1
113753.,34,3,0
21135.,32,3,0
25705.,61,2,0
1021335.,56,3,1
223425.,59,2,1
12980.,22,4,0
15851.,39,3,1
56698.,34,5,1
146392.,56,1,0
303418.,45,5,1
88765.,43,2,1
18500.,28,5,1
5618.,28,1,1
1398694.,51,1,1
5653943.,57,5,1
392893.,60,4,1
459453.,54,5,0
97226.,35,4,0
117886.,40,4,1
3997.,36,2,1
8808.,41,1,1
23272.,42,5,1
23876.,40,1,0
88678.,49,1,0
179550.,44,4,0
64206.,54,2,1
104120.,31,4,1
26880.,48,3,0
198334.,40,5,1
19431.,24,2,0
210415.,45,2,1
39510.,43,2,1
44711.,44,3,0
242638.,57,2,0
125729.,63,4,1
665778.,65,1,1
31395.,74,4,0
46416.,62,5,1
39278.,46,2,1
266322.,49,5,1
23204.,33,3,1
823781.,54,4,1
100452.,31,3,0
72717.,35,4,0
367524.,53,5,1
1411.,25,4,0
78624.,59,3,1
315817.,57,2,1
48917.,38,3,0
42333.,44,4,1
442819.,60,4,1
143830.,60,4,1
29850.,70,3,1
109321.,44,4,0
29562.,47,3,0
7465.,32,2,0
51175.,39,3,0
196795.,63,3,0
98056.,64,4,1
242195.,34,3,1
160048.,55,3,0
580614.,43,3,1
34557.,24,3,0
185843.,63,3,1
32426.,24,3,0
361325.,56,4,1
205775.,51,3,1
34101.,24,4,0
690456.,55,5,1
926859.,44,5,1
7730.,36,4,0
457448.,42,3,1
18702.,27,4,1
91395.,35,3,1
63197.,28,4,0
133775.,31,3,0
2092075.,65,2,0
903601.,44,2,1
41577.,23,1,0
137260.,33,3,1
157675.,48,3,0
156295.,48,2,1
10766.,30,1,0
33020.,49,3,0
66440.,62,3,1
7268.,22,2,1
34712.,47,2,0
23262.,34,2,0
228083.,41,5,1
112603.,33,2,1
45332.,73,1,1
130870.,32,2,0
665777.,51,4,1
91311.,37,4,0
3706.,26,2,0
83652.,66,4,1
1423641.,66,5,0
166535.,47,3,0
2046.,23,3,0
270280.,59,3,1
28143.,29,2,0
6498.,27,3,0
92100.,42,5,1
15819.,29,4,0
70597.,40,3,1
459980.,39,3,1
7014.,21,3,1
104429.,33,2,0
245911.,52,4,1
74827.,36,4,1
20902.,25,3,1
687211.,52,5,1
9685.,22,2,0
1139841.,62,3,1
1296829.,73,3,1
24118.,52,3,1
15073.,34,5,1
100003.,43,2,1
477896.,56,2,1
981587.,40,4,1
181190.,68,2,1
28350.,36,3,0
84142.,24,4,0
35895.,42,2,1
8758.,34,1,0
46923.,51,3,1
173204.,48,3,1
6772.,32,2,0
108052.,32,3,0
82254.,46,3,1
261509.,54,2,1
108235.,60,2,1
221.,22,3,0
311886.,51,3,1
574074.,30,4,1
873164.,50,3,0
117865.,44,4,1
575574.,42,3,1
22400.,55,2,0
3254.,24,3,0
18855.,31,4,0
61700.,33,2,0
124525.,56,2,0
138803.,60,3,1
31222.,28,5,1
108539.,56,5,1
145940.,55,3,1
77044.,40,5,0
8799.,26,4,0
90194.,34,5,1
144020.,53,4,1
23865.,34,5,1
152424.,36,2,1
49628.,46,3,0
14135.,24,3,0
124150.,56,4,0
61143.,48,2,0
55201.,46,2,1
110079.,51,5,1
49167.,37,5,1
39886.,43,1,0
81464.,38,2,0
13660.,23,4,0
53519.,33,3,0
1046579.,44,4,1
66484.,40,2,1
1776.,29,3,1
26362.,49,3,1
135037.,56,4,0
3680591.,59,3,1
37259.,32,2,1
64382.,39,4,1
149644.,59,2,1
9516.,35,1,0
15755.,32,3,1
11770.,24,1,1
333215.,41,3,1
167626.,67,1,1
76667.,33,4,1
193640.,61,3,0
18360.,40,3,1
426557.,42,2,1
1272192.,59,3,1
536034.,50,3,1
4944.,26,2,0
151615.,60,3,0
467820.,68,3,1
612301.,71,4,1
37106.,25,4,0
239535.,52,5,0
10784.,29,2,1
68315.,33,4,0
75096.,60,2,0
139213.,53,3,1
17034.,28,3,0
300535.,50,2,1
6898.,23,4,0
119952.,50,4,0
631.,21,2,0
936331.,40,2,1
70238.,61,4,0
474072.,59,1,1
601086.,52,4,0
392.,22,3,0
10392.,38,3,1
275923.,35,2,0
159146.,69,4,1
12736.,38,4,1
191293.,59,3,1
1733246.,57,4,1
29030.,28,3,0
693559.,50,3,1
28080.,76,3,1
91470.,53,2,1
23017.,34,3,1
9193.,29,4,0
241644.,44,3,1
62730.,31,2,1
131235.,63,5,1
570449.,31,2,1
3139.,29,4,1
57582.,35,5,1
84605.,39,2,1
32767.,36,3,1
8609.,70,3,1
124862.,38,4,1
28055.,43,5,1
7933.,29,3,1
628436.,46,4,1
3564.,23,1,0
16788.,50,4,0
143321.,66,3,1
88823.,56,3,1
64577.,44,1,1
682424.,39,2,1
31458.,66,2,1
82423.,37,2,1
214034.,60,2,1
98711.,39,1,1
326109.,32,4,1
104186.,30,5,1
56434.,34,5,1
485455.,59,5,0
4075.,32,2,0
2460.,22,3,0
211851.,34,5,1
106396.,35,2,0
94993.,23,4,0
69861.,43,2,1
20082.,53,4,0
34725.,39,4,1
113576.,39,2,1
38543.,37,5,1
613896.,65,3,1
25818.,37,2,0
26116.,24,2,0
559.,23,4,0
33501.,61,3,1
9187.,24,4,0
81061.,47,4,1
1027111.,69,3,1
132748.,47,3,1
7393.,37,5,0
6461.,28,3,0
24053.,31,1,1
163239.,46,1,1
149618.,52,3,0
1885260.,39,4,1
41537.,43,1,1
34849.,26,5,0
226225.,47,2,1
59740.,33,2,1
119961.,39,5,0
66351.,64,3,0
56963.,41,2,1
6171.,28,3,1
153060.,36,3,1
9345.,23,3,0
27751.,26,3,1
1385.,25,2,0
85985.,31,3,0
55429.,34,5,1
104498.,73,3,1
35049.,36,2,1
231451.,43,5,0
39050.,72,2,1
21578.,28,1,0
75847.,45,3,1
151354.,75,1,1
73678.,45,3,1
541551.,37,4,1
1579.,28,1,0
8325.,29,5,1
47973.,43,1,0
451619.,41,1,1
18660.,28,5,0
41978.,31,4,0
71083.,58,2,1
52312.,47,3,1
13629.,56,2,1
2486551.,55,2,0
872381.,33,4,1
170773.,52,1,0
4652843.,54,5,0
681188.,41,3,0
84457.,31,4,1
151221.,43,4,1
217041.,38,2,0
43410.,45,3,0
12972.,31,5,0
936293.,66,3,1
8380.,27,2,1
885977.,66,4,1
133175.,39,2,0
726997.,57,4,1
96891.,49,2,1
908440.,47,2,0
125156.,53,2,0
305726.,52,2,1
127162.,43,2,0
34023.,48,1,0
45260.,54,3,1
11691.,30,2,0
34511.,58,1,1
454119.,73,2,1
704303.,53,3,1
174922.,38,3,1
4392.,25,3,0
490452.,33,3,0
41164.,34,4,0
9880.,32,2,1
131112.,58,4,1
602136.,44,5,1
98347.,33,4,1
1987.,22,3,0
75133.,49,4,1
123586.,42,2,1
8125.,21,3,0
1992182.,60,3,1
117191.,36,4,1
161182.,54,5,1
52641.,70,2,0
41879.,37,2,1
432096.,49,4,1
35765.,61,2,1
6933.,27,2,0
7208.,38,4,1
69407.,25,1,0
65052.,47,3,1
51893.,53,5,0
15972.,38,2,0
26017.,61,1,1
680811.,41,3,1
33538.,54,1,1
38979.,59,2,0
76952.,34,1,0
376621.,63,3,1
26242.,47,2,0
225580.,53,2,1
98153.,40,2,1
74519.,26,4,0
158718.,34,5,1
171197.,48,4,1
115263.,48,4,1
165318.,48,4,1
99792.,32,1,0
439720.,40,3,0
208536.,45,3,1
78430.,33,4,1
13865.,60,5,1
65795.,77,4,0
88831.,57,3,1
3383.,30,3,0
218374.,54,3,1
66817.,66,4,1
41443.,28,3,0
1594990.,40,4,1
844317.,54,3,1
6243.,25,2,0
30294.,36,3,0
937172.,50,3,1
9760.,23,2,0
55964.,53,4,1
19578.,64,4,1
18682.,28,3,1
111568.,37,5,1
50592.,35,4,0
212970.,33,3,1
204433.,44,5,1
322332.,53,3,1
115013.,35,4,1
988.,22,3,0
85706.,54,5,0
1233.,24,3,0
14469.,43,1,1
66708.,28,3,0
6841.,35,3,1
370953.,62,2,1
70946.,50,1,1
146052.,65,3,0
242949.,52,2,1
518905.,55,1,1
23786.,37,1,1
26002.,58,2,1
156439.,49,2,1
26399.,34,4,1
4817.,35,4,0
803591.,52,2,1
2994.,23,3,0
172463.,56,3,1
902532.,53,5,1
58125.,44,1,1
7024654.,49,3,1
455.,22,3,0
155678.,45,4,1
18126.,28,4,0
587.,23,3,0
1860348.,52,5,1
262760.,39,4,0
187738.,46,2,1
1081007.,42,5,1
61247.,32,4,1
27462.,33,4,0
56209.,40,5,0
141411.,50,4,0
20162.,33,3,0
516802.,57,4,0
2411219.,53,2,1
44234.,51,5,1
62868.,47,3,1
554679.,35,4,1
86416.,47,3,0
323288.,47,4,1
20991.,26,4,0
169417.,55,3,0
574928.,41,4,1
28141.,37,3,0
97309.,41,3,1
148261.,62,2,1
48600.,28,3,1
4089.,32,5,1
2127792.,45,4,1
475288.,52,2,0
5262.,22,1,1
157078.,61,5,0
188876.,53,3,1
596682.,64,4,1
1815.,23,2,0
76594.,50,3,1
20410.,42,2,1
13031.,33,4,1
590475.,47,2,1
654484.,35,5,0
71951.,56,4,1
445477.,60,3,1
6447.,34,3,1
3471.,29,4,1
3746.,22,4,0
57972.,33,4,0
7842.,37,3,0
97697.,43,4,1
144088.,58,2,1
2029813.,57,2,1
40403.,41,2,1
44579.,30,5,1
46041.,38,4,0
44724.,48,2,0
85585.,38,3,1
310395.,43,3,0
132946.,35,2,1
11353.,33,3,1
12163.,24,3,0
191913.,63,2,1
65980.,55,3,1
348885.,60,2,1
319259.,65,5,1
274655.,43,5,1
69466.,54,1,0
108394.,46,2,1
15422.,24,4,0
433875.,67,3,1
272638.,56,3,1
563769.,54,1,1
90172.,33,4,0
33590.,63,4,1
470.,29,3,0
25542.,45,5,1
32898.,43,2,1
56721.,34,3,1
2861.,32,2,1
9585.,28,2,1
12645.,34,4,1
98830.,41,4,1
830732.,62,5,1
36500.,54,2,1
30429.,55,2,0
97952.,59,3,1
66099.,30,5,1
101113.,38,2,1
12315.,28,3,0
106970.,47,3,1
22271.,31,2,1
87651.,46,2,1
16429.,32,2,0
148744.,59,3,0
84025.,40,2,0
272036.,65,2,1
479545.,49,2,0
