wealth,age,educ,marry
74266.,44,1,1
81763.,46,4,1
92033.,52,2,0
1375.,29,4,0
25772.,30,4,1
77812.,33,4,1
194310.,45,2,1
220224.,55,3,1
171438.,56,3,1
58775.,68,3,1
3248.,23,2,0
16061.,28,3,1
432883.,34,4,0
176481.,56,2,1
127992.,43,5,1
12203.,65,2,1
43132.,33,4,1
8764.,31,1,0
56487.,53,3,0
355020.,60,2,1
138336.,60,4,1
74125.,37,4,1
285003.,60,3,1
112861.,35,3,1
15904.,48,3,0
3850.,27,2,1
28005.,41,1,0
70784.,30,5,0
425501.,36,5,0
1088759.,55,3,1
11155.,24,4,0
86725.,54,2,0
71968.,51,4,1
308839.,30,4,0
243282.,39,1,0
16597.,64,5,0
1107676.,66,4,1
11642.,22,3,0
938585.,53,2,1
5638.,25,4,0
293007.,62,5,1
95254.,42,1,1
1899131.,75,5,1
3748.,21,3,0
34669.,27,3,0
142139.,40,4,1
19464.,28,4,1
44911.,37,3,0
90094.,50,4,0
293279.,37,5,1
431354.,42,5,1
9736.,22,3,0
9671.,26,3,1
214284.,50,3,1
72918.,49,4,1
2562.,22,2,0
94328.,55,2,0
121416.,55,2,1
760155.,55,2,0
69334.,38,4,1
1240380.,64,4,1
138928.,48,2,1
8296.,21,2,0
1739705.,53,4,1
210988.,43,3,1
177420.,52,3,1
225633.,58,2,0
14083.,30,2,1
310233.,49,2,0
14293.,33,4,0
25071.,32,4,1
26963.,35,5,0
318174.,36,3,0
757.,22,4,0
114445.,33,3,1
424110.,48,3,1
8967.,21,2,0
43079.,45,3,1
6970.,23,3,0
11755.,28,1,1
225170.,61,2,0
5076.,25,3,0
1293.,29,4,0
1081784.,55,3,1
113169.,39,5,0
14738.,43,3,1
16132.,37,2,1
509791.,68,4,1
3404.,24,3,0
265232.,30,2,0
19819.,34,3,1
31112.,37,2,0
5485.,43,1,0
10829.,80,1,1
389233.,40,3,1
1442453.,47,2,1
57048.,39,4,1
21739.,66,2,1
227745.,55,2,1
38381.,44,4,1
69275.,32,2,1
2822.,23,2,0
13633.,29,1,1
21975.,56,3,1
106239.,35,3,0
258518.,63,3,0
423265.,63,3,1
52835.,43,5,1
123222.,54,4,1
3310.,23,1,1
1030.,22,3,0
109346.,49,2,0
75452.,55,3,1
23061.,38,3,0
273018.,36,5,0
9101.,22,3,0
28487.,37,2,1
199988.,38,4,1
24654.,52,4,1
162292.,50,2,0
6729.,22,3,0
229696.,47,5,1
14906.,25,2,0
11311.,25,3,1
118405.,37,5,1
8514.,38,3,1
79249.,46,2,1
75116.,42,5,1
193767.,44,3,1
462024.,58,2,1
141018.,40,4,1
258313.,48,4,1
2098.,29,2,1
793035.,32,2,1
94475.,53,3,1
20110.,24,2,0
14173.,25,2,0
5112.,26,3,0
164586.,31,3,0
662866.,39,4,1
9961.,27,2,1
7381.,25,2,0
21947.,24,4,0
124570.,38,2,0
425992.,61,3,1
424897.,57,2,1
22587.,45,3,1
16864.,46,1,0
36380.,43,3,0
188374.,47,2,1
54659.,33,5,0
1401861.,46,4,1
197447.,51,2,1
12779.,28,5,0
5991672.,53,5,1
12438.,63,5,0
272096.,39,3,0
21243.,63,2,1
136346.,34,3,1
244857.,40,4,1
449625.,41,4,0
73280.,33,3,1
37896.,45,5,1
394178.,41,4,0
191646.,44,4,1
16967.,56,2,0
398750.,43,4,1
47827.,29,3,0
1245906.,60,2,0
181993.,74,2,1
963540.,63,4,1
266705.,57,3,1
8214.,32,4,1
13267.,35,3,0
597565.,56,1,0
17215.,25,3,0
90342.,44,2,1
400603.,40,4,0
191483.,58,3,1
998375.,56,3,1
65328.,35,2,1
64044.,32,2,1
7349.,24,2,0
114856.,51,3,1
2693.,24,1,0
74500.,55,4,0
106213.,45,5,1
139484.,59,3,1
141213.,40,2,1
240730.,42,3,1
230930.,53,2,0
19276.,32,4,1
67590.,53,1,1
6786.,28,5,1
62682.,32,3,1
401138.,57,1,1
804857.,53,4,1
51593.,40,1,0
253468.,30,2,0
17224.,62,5,1
166320.,57,2,1
53222.,33,3,0
225084.,64,2,1
130061.,35,2,1
2055.,25,4,0
17340.,34,4,1
47043.,56,2,1
8042.,24,3,0
52436.,57,2,0
437418.,32,5,1
43957.,32,4,1
23474.,27,3,1
4353.,26,4,1
7066.,25,2,0
26299.,48,2,1
260936.,50,4,1
285927.,56,2,0
376360.,43,3,1
27311.,33,3,1
120128.,52,1,1
9414.,30,4,0
11945.,28,3,0
2652.,26,4,0
26201.,25,4,0
135985.,31,2,1
33102.,30,1,1
9779.,22,2,0
104566.,50,3,0
110027.,52,3,1
12011.,30,4,1
837022.,56,5,1
5413.,29,2,0
310049.,32,5,1
41403.,61,2,1
301372.,32,2,1
458702.,60,4,1
10937.,37,1,1
298445.,67,4,1
869.,26,3,0
40123.,28,4,1
227334.,69,4,1
606657.,51,5,0
129785.,36,3,1
24990.,32,2,1
7275.,75,2,1
6209.,29,2,1
113495.,46,3,1
943180.,51,3,1
145031.,62,3,1
22616.,44,1,0
77271.,44,4,1
56109.,55,2,0
49299.,77,1,1
588842.,61,5,1
85231.,37,5,0
135405.,61,3,0
1753983.,56,3,1
138242.,50,2,1
214238.,34,2,1
5129.,28,3,1
334352.,41,3,1
340191.,50,3,1
72672.,56,3,1
11345.,22,3,0
4842.,21,3,0
206187.,41,3,1
166148.,38,4,0
164346.,41,4,1
4615.,26,3,0
385781.,57,4,1
61266.,60,4,0
154340.,36,3,1
36493.,61,3,1
11434.,25,2,0
27463.,30,2,1
66628.,32,2,0
1133106.,53,3,1
38482.,33,2,0
4323.,23,3,0
1080810.,48,4,0
59031.,36,4,0
51073.,45,3,1
444830.,34,1,0
6908.,44,1,1
49618.,25,2,1
214653.,49,3,1
71535.,44,4,1
64653.,74,5,0
8121.,28,5,1
38682.,41,4,0
145908.,53,2,1
461161.,35,2,0
158384.,49,2,1
2318.,27,3,0
24629.,24,4,0
59032.,23,3,1
108445.,22,3,0
9449.,27,2,0
724743.,53,2,1
96328.,36,2,1
188486.,40,2,1
30559.,38,2,1
234504.,39,2,0
58345.,69,4,1
47481.,61,3,1
151842.,30,4,1
160382.,61,2,1
210728.,34,1,0
2663.,24,4,0
100558.,62,2,0
19710.,33,5,1
9134.,37,3,0
58974.,52,2,0
353134.,52,3,1
438979.,49,5,1
107272.,43,1,0
6944.,26,3,0
13072.,32,2,0
14950.,36,2,1
165132.,41,3,0
264634.,43,3,1
3179.,21,2,0
714729.,45,4,1
154565.,51,3,1
18441.,38,3,1
25658.,44,5,1
47760.,47,1,1
29602.,38,3,0
1411.,21,3,0
57191.,30,4,0
18275.,31,3,0
147496.,47,3,1
335209.,53,5,1
126242.,53,3,1
143599.,32,2,0
269131.,44,4,1
3301.,26,4,1
5869.,27,4,0
39150.,33,3,1
82627.,60,3,1
961040.,57,5,1
880774.,53,2,1
134525.,39,4,1
441211.,70,4,1
28032.,38,2,0
234829.,58,4,1
37051.,32,1,0
28932.,32,4,0
28968.,47,2,1
114401.,41,3,1
185346.,56,4,0
433650.,31,2,1
61894.,51,2,0
88356.,48,2,1
4481.,24,3,0
82393.,57,3,1
48631.,26,3,0
19009.,37,3,1
469255.,74,5,0
3909.,21,3,0
144347.,66,5,0
200326.,64,2,0
7612.,35,4,1
279916.,34,4,1
4210.,21,3,0
4432.,27,3,0
5988.,28,3,1
427312.,48,4,1
10789.,28,4,0
617739.,61,2,1
144504.,45,4,0
65535.,55,5,1
114920.,34,4,0
324683.,55,5,1
1366353.,45,4,1
88634.,63,2,1
10159.,27,3,0
1387241.,48,3,0
75105.,33,1,0
2064.,24,3,0
185704.,51,3,0
188408.,59,2,1
22896.,33,4,1
31354.,45,4,1
41905.,56,3,0
215560.,49,2,1
219448.,46,3,0
40897.,23,4,0
76443.,51,3,1
20818.,31,5,1
12635.,25,3,0
23612.,36,4,1
50363.,48,4,0
200544.,48,4,1
99471.,70,3,0
61220.,66,5,1
108878.,58,1,0
135706.,32,4,0
75961.,32,5,1
532776.,32,2,1
42353.,32,2,1
7259.,26,1,0
50167.,48,3,1
63863.,41,1,1
103787.,43,4,1
60011.,30,2,1
158045.,57,4,1
67618.,46,3,0
303389.,74,2,0
13739.,23,4,0
49829.,39,1,1
3192.,25,2,1
22916.,25,1,0
90354.,35,3,1
1240099.,45,4,1
186994.,41,3,0
8761.,22,3,0
10187.,33,3,0
43996.,47,3,1
10531.,32,2,1
264590.,48,4,0
4788.,41,1,1
344826.,52,4,1
200847.,61,3,1
105813.,67,1,1
525991.,50,2,1
149320.,45,3,1
1431117.,61,4,1
250267.,48,5,1
13020.,39,2,1
57812.,48,4,1
135022.,51,2,1
3320.,29,2,1
377941.,51,2,1
13085.,23,2,0
204898.,62,2,1
205400.,53,2,1
35019.,36,4,0
1187125.,67,5,1
35247.,41,1,1
15823.,27,3,0
400354.,33,3,0
527737.,74,2,1
117240.,59,2,1
4356.,31,2,0
64525.,47,2,0
100776.,49,4,1
180081.,49,1,1
32951.,30,4,0
2410.,44,3,1
256649.,47,2,1
362807.,56,2,1
9526.,28,3,0
649891.,32,1,0
27343.,50,1,1
178187.,43,1,1
224185.,55,1,0
76137.,30,5,0
166017.,45,3,0
843.,22,3,0
955.,28,3,0
217293.,62,4,0
58008.,32,5,1
14209.,33,2,1
1082.,27,2,0
22205.,41,1,1
727355.,56,3,1
21666.,29,4,1
57070.,29,5,0
223188.,59,3,1
4539.,23,2,1
50122.,45,3,1
33621.,71,2,1
66626.,34,2,0
37517.,44,1,1
316262.,54,2,1
71180.,31,3,1
1084466.,56,5,1
65058.,57,4,1
898.,25,2,1
131981.,59,5,1
5039.,25,2,0
285102.,39,1,1
252552.,57,5,1
4418.,28,1,0
10136.,31,2,1
2134.,25,3,0
137609.,52,2,0
23039.,30,5,1
10287.,36,2,1
10144.,26,3,0
56665.,67,4,0
4202.,29,2,0
200981.,46,2,1
3654.,23,3,0
3827.,33,3,0
73419.,61,3,1
336992.,35,3,1
71047.,45,2,1
16237.,63,3,1
55936.,45,2,0
257321.,30,4,1
191345.,41,5,1
566367.,58,3,1
200017.,37,4,1
318685.,57,2,1
37594.,41,5,1
194213.,48,5,1
207218.,60,2,1
369587.,56,4,1
157675.,54,4,1
1346909.,45,4,1
1309.,26,3,0
252185.,60,5,1
34674.,31,1,0
25635.,21,2,0
542220.,60,5,1
188414.,39,3,0
103751.,48,5,1
115920.,42,4,0
118706.,60,3,0
407500.,32,4,1
15423.,24,2,0
760052.,36,3,1
642486.,51,3,1
730257.,65,2,0
78143.,48,2,0
129774.,34,5,0
85793.,34,2,1
2731985.,51,5,1
587744.,46,3,0
42138.,33,4,1
54807.,30,4,1
6678.,28,3,1
75233.,56,1,1
28803.,43,3,0
8094.,23,3,0
4428.,29,2,0
207177.,43,3,1
102347.,48,4,0
6845.,21,2,1
758818.,55,2,1
338314.,50,1,0
115491.,59,2,1
694.,21,2,1
12215.,34,3,0
35453.,29,3,1
137032.,57,3,0
794992.,40,2,0
281594.,55,3,1
755791.,56,3,1
103664.,42,2,1
19238.,29,2,1
34299.,30,2,0
46455.,47,5,1
89678.,44,3,1
438808.,56,5,1
41591.,74,2,1
2595.,28,1,0
131053.,44,3,1
80743.,57,1,1
278893.,40,4,1
460353.,50,2,0
1563921.,53,4,1
50281.,34,2,0
42737.,34,3,0
203073.,46,4,1
775164.,43,3,0
22369.,23,2,0
13060.,34,1,1
104185.,31,4,1
10874.,23,3,0
11067.,35,1,0
23923.,36,1,1
16644.,27,4,0
139268.,41,4,1
459856.,55,3,1
355004.,59,3,1
32190.,32,2,1
161411.,61,3,1
25593.,42,2,0
6901.,23,2,0
1715236.,41,4,1
185816.,44,3,0
18996.,38,3,1
751801.,50,3,1
1651.,25,4,1
264633.,36,5,1
5659.,37,3,0
672362.,50,4,1
65502.,35,3,1
3497.,24,2,0
131503.,40,2,0
881533.,52,5,0
2079.,29,3,1
123220.,68,4,0
5626.,28,4,0
564385.,50,3,1
32218.,37,1,1
10181.,30,3,0
42422.,26,4,0
7533.,28,1,1
14304.,26,3,1
285834.,61,2,1
4544.,35,4,1
844586.,65,1,0
90122.,33,4,0
215133.,52,2,1
18167.,39,1,1
94678.,34,3,1
78389.,58,3,1
161891.,64,2,1
27855.,33,2,1
43785.,33,2,1
326445.,54,5,0
113532.,36,2,1
87054.,50,2,1
124016.,57,3,1
27667.,41,1,0
5939.,25,2,0
28136.,32,2,0
751332.,52,5,1
1505.,28,2,0
80780.,44,3,0
155772.,58,4,0
70057.,62,2,1
21137.,39,4,1
143143.,39,3,0
559963.,59,4,1
51753.,48,2,0
22751.,36,3,1
446574.,49,2,1
122482.,55,2,1
100815.,61,4,0
686239.,51,2,1
305992.,59,1,0
1012453.,55,4,1
263079.,53,3,0
229815.,35,5,1
6896.,37,2,1
20970.,22,3,0
247757.,59,3,0
434679.,39,3,1
81066.,30,2,1
7196.,33,3,1
18159.,23,2,0
292826.,53,2,1
144616.,62,5,1
127944.,45,2,1
1645.,29,3,0
134937.,35,4,1
26670.,57,2,0
3199.,29,4,1
1363060.,52,4,1
13131.,46,3,0
120534.,63,3,1
355501.,55,4,0
321473.,67,2,1
209967.,41,2,0
168035.,45,3,1
355508.,33,5,0
118641.,43,2,1
292212.,39,5,1
73754.,31,2,1
41287.,23,4,0
336765.,45,3,1
21809.,33,3,0
198912.,54,5,0
64057.,53,2,1
188310.,62,1,0
336668.,51,2,1
10144.,25,2,1
94513.,65,3,0
776594.,49,5,1
91858.,48,1,1
197160.,43,3,1
188851.,60,3,1
83197.,52,1,0
94762.,58,2,1
217483.,56,2,1
7187.,25,4,0
178803.,48,4,0
83633.,35,2,1
74764.,54,2,1
92011.,31,1,1
22994.,36,2,0
14265.,30,2,1
7982.,25,2,0
136451.,56,2,0
129704.,66,3,1
14884.,46,3,0
84923.,52,3,1
151818.,59,2,1
3660.,40,1,0
15244.,63,4,1
233278.,66,3,0
29355.,64,4,1
19843.,27,2,0
2868.,34,1,1
375891.,54,3,1
76551.,44,4,1
135022.,50,5,0
56437.,31,2,1
10630.,21,3,0
299201.,44,5,1
120420.,31,3,0
126865.,51,2,1
239544.,60,2,0
332184.,31,4,0
1448.,23,2,0
156094.,40,4,0
32529.,56,2,0
69982.,34,3,0
295847.,46,4,0
458495.,47,2,1
311761.,31,3,1
10610.,38,2,0
4456.,27,4,1
1155848.,39,4,1
562439.,52,2,1
73984.,40,4,1
54379.,34,2,1
37022.,45,5,1
21411.,24,4,1
489810.,41,3,1
643157.,45,4,0
226012.,50,2,1
841182.,47,2,1
6542.,28,3,1
298601.,40,5,1
94152.,51,2,1
21020.,47,3,1
10577.,33,4,0
1500.,26,1,0
436062.,51,4,1
29375.,29,1,0
9724.,27,1,0
142093.,32,5,1
128767.,36,2,0
142381.,35,3,0
92272.,30,4,0
177608.,51,4,1
214977.,30,3,0
484808.,63,5,1
27422.,34,2,0
25420.,31,3,1
67802.,56,2,1
21066.,24,2,0
235758.,46,3,0
303746.,65,4,1
26134.,32,2,0
1774828.,66,5,0
113219.,63,2,1
2313.,22,3,0
1176971.,47,5,1
164828.,79,2,1
70836.,64,3,1
37914.,24,3,1
144108.,44,4,1
114773.,32,1,1
2820.,23,3,0
9636.,23,4,0
53112.,33,4,1
39822.,39,2,0
233550.,39,3,1
26977.,28,2,0
553878.,60,5,1
856417.,80,5,0
195181.,57,2,1
114280.,52,2,1
48358.,38,3,1
50202.,40,4,1
20576.,69,3,1
405612.,44,4,1
584256.,55,2,1
91530.,51,1,1
829371.,43,3,0
69570.,46,2,0
33253.,36,3,1
2982.,25,2,0
352940.,44,4,1
21594.,33,2,1
8451.,37,2,1
324812.,45,5,1
3015897.,59,2,1
1496.,23,3,0
75085.,44,1,1
63164.,52,3,1
9817.,28,2,0
195747.,59,4,1
24668.,33,1,1
43847.,69,4,1
26070.,26,4,0
170089.,47,4,0
4931.,28,2,1
85319.,40,4,0
54980.,27,2,1
267813.,30,1,0
1579649.,50,2,1
167237.,63,2,0
116720.,52,3,0
88518.,55,2,0
872004.,53,4,0
6653.,33,2,1
66540.,53,3,1
4707.,23,3,0
75027.,60,4,0
308890.,30,2,0
10615.,28,3,0
6484.,23,3,0
2109.,28,4,1
4328.,28,4,1
413442.,59,3,1
264941.,43,4,1
6535.,34,4,1
35143.,40,1,0
11746.,28,4,0
140668.,69,4,1
296656.,41,3,1
41487.,44,4,0
1065545.,65,2,1
1114844.,55,3,1
43981.,25,3,1
317456.,54,5,1
92857.,56,3,0
566075.,49,5,0
4729.,25,2,0
5946.,27,3,1
165737.,58,3,0
17090.,35,5,1
207187.,42,1,1
9885.,73,5,1
114221.,52,4,1
2015.,22,3,0
552334.,49,2,0
1082690.,54,3,1
147848.,34,2,1
218471.,30,5,0
161435.,40,4,1
21131.,26,3,0
25020.,22,3,0
169605.,57,2,1
67236.,79,5,0
93173.,37,3,1
23788.,30,5,0
299038.,60,3,1
101734.,31,5,1
53744.,30,1,0
18518.,28,3,1
8088.,25,2,1
145270.,56,2,1
98915.,63,3,1
8316.,26,4,0
1013730.,55,3,1
271305.,26,3,1
69783.,43,4,0
231093.,42,4,1
14920.,44,1,0
214352.,49,3,1
189218.,44,5,1
424578.,50,4,1
52466.,52,5,0
92420.,50,2,1
12044.,29,2,0
24229.,25,4,0
55721.,35,2,0
11801.,23,3,0
6180.,23,2,0
13390.,34,3,1
590.,25,4,0
185962.,63,5,1
77754.,46,3,0
4113.,25,3,0
278101.,58,3,1
319311.,63,2,1
28552.,32,2,1
199243.,72,5,1
12692.,37,3,0
1321.,28,2,0
1301990.,59,4,1
40357.,32,2,0
604816.,45,4,1
4396.,36,3,1
261578.,39,3,1
440779.,42,4,0
3182.,25,4,0
573079.,57,5,1
3242.,23,3,0
538540.,58,2,0
2035967.,31,5,0
2486.,28,2,1
6995.,28,2,1
9029.,25,2,0
399445.,45,4,0
9939.,32,1,0
625827.,64,4,1
14933.,27,3,1
6559.,27,3,0
15227.,46,1,1
538134.,51,2,1
126178.,63,3,1
79249.,37,2,1
55400.,71,1,1
8124.,36,3,1
204516.,44,3,1
37057.,54,2,1
7340.,37,1,0
67534.,36,4,1
161044.,42,2,0
54645.,29,3,0
305833.,35,4,1
10187.,28,2,1
51298.,39,2,1
84107.,34,2,1
45685.,35,5,0
56871.,49,4,1
1043727.,56,5,1
19859.,45,5,0
23097.,53,3,0
615958.,44,3,0
172574.,46,3,0
182401.,64,2,1
67577.,61,2,1
379964.,54,3,0
21011.,37,2,1
243187.,55,3,0
46766.,34,3,1
78893.,60,2,1
46981.,33,3,1
112116.,37,3,0
217640.,39,3,1
517344.,67,4,1
160054.,38,4,1
21746.,44,5,0
12309.,30,3,1
39096.,31,3,1
127395.,45,5,1
2626161.,53,4,0
398597.,61,3,1
374678.,39,4,0
9997.,31,2,1
30663.,51,1,1
140586.,50,1,1
3258.,25,2,0
10258.,24,2,0
98218.,36,2,1
25318.,53,2,0
43334.,44,5,0
665492.,45,4,0
59380.,77,4,1
11072.,32,3,1
1630.,26,3,1
479823.,61,5,1
75870.,42,5,1
28058.,53,3,0
96992.,66,2,1
110255.,42,2,1
81894.,51,2,0
47734.,31,3,1
88107.,32,4,1
282429.,63,4,1
811698.,58,3,1
1498521.,43,4,1
28587.,80,3,0
223992.,41,3,0
6440.,28,3,0
451173.,41,3,1
43795.,31,2,0
12101.,36,2,0
51198.,22,2,0
37636.,28,5,1
315421.,51,1,0
502307.,55,3,1
204517.,55,3,1
188206.,31,5,0
68516.,37,1,0
8777.,23,2,0
40825.,25,3,1
16061.,22,4,0
7441.,23,1,0
32909.,35,2,0
93310.,59,5,1
46539.,32,5,1
35794.,65,4,1
9082.,21,3,0
6763.,25,3,0
1266.,21,2,0
29153.,27,3,1
22261.,37,2,1
21243.,23,3,0
191023.,48,2,1
309563.,40,2,1
8934.,24,4,0
106833.,53,1,1
34231.,33,3,0
25252.,32,4,1
4059.,22,2,0
548986.,59,3,1
5461.,25,1,0
7790.,33,4,0
895127.,45,5,1
90538.,41,1,1
1372194.,41,3,0
57282.,37,1,1
40815.,59,3,1
880125.,49,4,1
37083.,30,2,0
501695.,60,5,1
689432.,52,4,1
60404.,24,4,0
24015.,60,2,0
37213.,34,4,1
25299.,25,2,0
164383.,42,2,0
46771.,60,1,1
12050.,35,3,1
363609.,55,3,0
228557.,52,4,1
42479.,42,2,1
54112.,32,4,0
138097.,56,2,1
740321.,61,2,1
128992.,54,2,1
28490.,53,3,0
3615.,25,3,0
3307180.,45,5,1
1459482.,52,5,1
8817.,23,2,0
41939.,59,3,1
515013.,57,4,1
964372.,50,4,1
2188229.,62,4,0
2029223.,76,4,0
9814.,21,3,0
4674.,23,2,0
86083.,35,2,0
39665.,32,4,0
240148.,47,4,1
1983296.,52,4,1
39190.,34,2,0
147472.,42,5,1
78347.,58,4,1
1191177.,51,1,1
264983.,68,5,1
31583.,61,3,1
99634.,30,1,0
48570.,59,3,1
75549.,48,4,1
2160.,27,5,0
176122.,59,2,1
586777.,50,5,1
15331.,35,1,0
6941.,23,2,0
198029.,36,2,1
33921.,60,3,1
372758.,34,3,0
1747875.,39,4,0
1101982.,52,2,1
22969.,73,2,0
12230.,36,3,0
245176.,40,5,0
121436.,62,2,1
102703.,43,4,1
63165.,30,4,1
382295.,51,1,1
7285.,22,3,0
14665.,27,3,1
63211.,32,5,0
320715.,63,3,1
4334.,21,3,0
551673.,50,4,0
598055.,46,4,1
5872.,22,2,0
167523.,37,4,0
14318.,67,2,1
4332.,28,3,0
42496.,42,2,1
28459.,37,4,0
31824.,36,3,1
6736.,26,4,0
27942.,29,5,0
34674.,33,3,0
1488.,26,3,1
65537.,33,3,1
63163.,50,3,1
47308.,32,2,1
53511.,57,1,1
2338869.,39,2,1
72602.,55,4,1
53593.,25,4,0
2734.,29,4,0
810391.,46,2,1
64009.,42,2,1
20876.,64,1,1
144744.,57,3,0
1499367.,55,3,0
106768.,55,5,1
5597.,22,3,0
47803.,25,3,0
9366.,48,2,0
17744.,31,3,1
7441.,28,3,1
17190.,24,4,0
1034647.,52,4,0
512149.,52,2,1
973333.,43,4,1
4442.,31,3,1
41726.,26,4,1
310657.,53,2,1
783.,21,3,0
409257.,35,2,0
377779.,56,2,1
47264.,61,4,0
18376.,34,2,0
78244.,40,5,1
559015.,61,3,1
119579.,69,2,1
396532.,56,2,0
188460.,65,2,1
20197.,32,1,1
468596.,48,4,1
21419.,63,2,0
50022.,30,2,0
704462.,39,4,1
862.,21,3,0
2087.,28,3,1
11177.,29,2,0
79858.,48,2,1
23217.,23,4,0
663572.,35,3,0
4674.,21,3,0
16092.,56,1,0
16886.,50,3,1
112081.,49,2,1
880.,23,1,0
21654.,24,4,0
1872396.,54,4,1
83603.,56,2,0
2255511.,49,4,1
343801.,39,3,0
95168.,46,4,0
362186.,65,4,1
1141.,29,5,0
302566.,53,5,1
24558.,24,3,0
34427.,55,4,1
1433952.,60,2,1
176327.,50,5,1
18411.,41,2,1
183297.,61,2,1
1390.,27,3,0
94723.,36,2,1
7647.,26,3,0
186005.,56,4,1
18503.,32,2,1
1428597.,50,3,1
101603.,59,1,1
312478.,49,3,0
535740.,43,2,1
156029.,56,2,1
98960.,31,5,1
4711.,26,3,0
76057.,37,4,1
17486.,69,1,1
10938.,28,5,1
311334.,48,4,0
361713.,44,3,1
61966.,34,3,1
493688.,54,4,1
27874.,31,5,0
15654.,32,2,0
345948.,30,4,1
17151.,29,4,1
247704.,30,2,0
4610.,28,4,1
35281.,43,3,1
1110463.,60,4,0
77743.,49,1,1
9056.,23,4,0
510680.,65,2,1
31810.,29,3,1
104038.,41,3,1
197856.,37,5,1
2524.,31,4,0
122914.,39,5,1
121493.,44,2,1
500185.,47,5,1
68240.,58,2,0
210.,23,2,1
594116.,52,2,1
12176.,25,4,0
3057648.,57,5,1
49487.,39,4,1
32918.,26,2,1
23062.,22,3,0
904580.,53,3,1
13287.,37,3,1
67756.,23,4,0
537295.,40,2,0
85400.,49,3,0
1591.,21,3,0
80972.,61,3,1
108725.,47,4,1
28095.,36,2,1
19894.,52,3,1
156954.,57,2,1
43795.,47,2,1
6121.,27,4,0
84981.,39,3,1
102430.,48,4,1
22752.,30,2,0
55298.,79,5,0
87208.,24,2,0
1343412.,60,5,1
111833.,31,1,1
95342.,39,4,1
129583.,38,4,1
127051.,46,3,1
179308.,47,3,1
695.,22,2,0
10813.,66,3,0
77175.,42,5,0
599462.,50,4,1
987.,35,2,0
15358.,28,4,1
562765.,57,2,1
47568.,49,2,0
277798.,35,3,1
223343.,65,5,1
120792.,60,5,1
111566.,57,5,1
122604.,78,2,1
119132.,41,3,0
202594.,35,3,1
235377.,68,3,0
704365.,51,5,1
99708.,48,1,0
8721.,34,1,1
368148.,54,4,1
114068.,34,3,1
387730.,45,5,1
119567.,50,2,1
1447.,26,3,1
1615844.,50,5,1
112828.,51,2,1
18067.,30,3,0
1059937.,57,4,1
227855.,53,4,1
1557.,22,3,0
15281.,28,4,0
270884.,63,2,1
8443.,26,2,0
37535.,42,2,0
264989.,40,3,0
794677.,52,4,1
1480.,28,2,0
77524.,39,2,1
220945.,58,5,1
68288.,48,5,0
60242.,37,4,1
108249.,54,2,0
546973.,39,2,1
15118.,33,3,0
58860.,44,1,1
564597.,54,1,1
294830.,43,1,0
215118.,40,5,1
107313.,43,1,1
239240.,50,4,1
21669.,51,3,0
83114.,60,3,1
22430.,37,2,0
209511.,54,3,1
5440.,28,5,0
241034.,47,5,1
177225.,53,3,1
237278.,44,2,1
237805.,50,1,1
119108.,50,2,0
41219.,41,2,1
475235.,59,2,1
256251.,55,3,0
74229.,52,2,0
5375.,52,2,1
7657.,23,2,0
652687.,39,5,1
190732.,65,3,1
22400.,27,3,1
7872.,33,3,1
233005.,64,4,0
32507.,28,3,0
1895716.,54,4,1
105477.,45,3,0
589268.,46,4,0
233645.,46,3,1
19575.,25,4,0
53660.,60,1,1
13576.,31,5,1
148140.,53,4,1
329648.,59,4,1
602574.,42,4,1
107622.,63,3,1
192038.,61,5,0
282131.,49,4,1
123726.,30,4,1
3659.,27,1,0
2604.,25,3,0
329844.,56,2,1
212071.,57,2,0
460172.,49,4,1
199682.,36,5,0
52107.,37,3,1
55455.,64,2,1
247540.,50,2,1
183554.,52,2,1
378960.,58,3,1
115242.,35,4,1
104266.,37,3,1
66070.,33,3,0
8308.,26,3,0
142678.,49,5,0
19963.,33,3,1
128751.,49,1,1
69937.,36,4,0
55419.,38,4,0
86403.,53,3,1
50569.,48,3,0
489412.,44,5,0
704618.,51,5,1
75975.,32,5,0
460921.,57,2,1
25164.,25,4,0
16069.,27,2,1
34624.,60,4,0
141671.,56,4,1
7999.,26,4,0
7052.,28,4,0
5737.,29,2,1
53280.,50,2,1
201101.,60,4,1
8103.,32,3,0
35387.,39,4,1
121515.,33,3,0
11319.,34,1,0
13264.,27,3,1
152799.,57,3,0
927597.,50,1,1
37257.,33,2,1
100466.,50,1,0
65669.,51,2,1
349466.,63,2,1
88194.,32,4,0
50553.,26,3,1
36984.,27,4,0
3142.,22,3,0
769759.,65,2,1
4079.,29,4,0
212702.,61,4,1
98195.,61,2,1
1971.,26,4,0
472229.,43,5,1
209841.,31,5,1
298908.,40,4,1
607676.,57,3,1
368382.,41,2,1
304775.,59,2,0
27979.,50,3,0
1795.,27,4,0
92716.,35,4,1
33907.,52,4,1
56152.,32,5,1
528703.,49,5,1
47076.,44,1,0
46634.,48,1,1
22119.,76,3,1
66871.,40,3,0
44250.,34,3,0
227888.,59,4,0
628081.,59,2,1
6266.,32,2,0
64418.,61,2,0
196653.,36,1,1
11673.,34,2,1
51745.,42,1,0
40599.,35,5,1
59296.,44,3,0
48470.,33,2,1
446885.,52,4,1
192093.,55,1,1
61345.,41,4,0
649672.,35,5,1
58437.,36,3,1
71611.,48,3,1
103698.,43,3,1
